"table","code","name"
call_types_sound_sources,OD_BUZZ:STWH,OD_BUZZ:STWH
call_types_sound_sources,OD_BUZZ:TMSD,OD_BUZZ:TMSD
call_types_sound_sources,OD_BUZZ:TRBW,OD_BUZZ:TRBW
call_types_sound_sources,OD_BUZZ:TUDO,OD_BUZZ:TUDO
call_types_sound_sources,OD_BUZZ:UBWA,OD_BUZZ:UBWA
call_types_sound_sources,OD_BUZZ:UECASD,OD_BUZZ:UECASD
call_types_sound_sources,OD_BUZZ:UNBD,OD_BUZZ:UNBD
call_types_sound_sources,OD_BUZZ:UNBF,OD_BUZZ:UNBF
call_types_sound_sources,OD_BUZZ:UNBW,OD_BUZZ:UNBW
call_types_sound_sources,OD_BUZZ:UNCW,OD_BUZZ:UNCW
call_types_sound_sources,OD_BUZZ:UNDO,OD_BUZZ:UNDO
call_types_sound_sources,OD_BUZZ:UNDS,OD_BUZZ:UNDS
call_types_sound_sources,OD_BUZZ:UNKO,OD_BUZZ:UNKO
call_types_sound_sources,OD_BUZZ:UNLAG,OD_BUZZ:UNLAG
call_types_sound_sources,OD_BUZZ:UNLD,OD_BUZZ:UNLD
call_types_sound_sources,OD_BUZZ:UNMD,OD_BUZZ:UNMD
call_types_sound_sources,OD_BUZZ:UNME,OD_BUZZ:UNME
call_types_sound_sources,OD_BUZZ:UNPO,OD_BUZZ:UNPO
call_types_sound_sources,OD_BUZZ:UNRB,OD_BUZZ:UNRB
call_types_sound_sources,OD_BUZZ:UNSB,OD_BUZZ:UNSB
call_types_sound_sources,OD_BUZZ:UNSBW,OD_BUZZ:UNSBW
call_types_sound_sources,OD_BUZZ:UNSC,OD_BUZZ:UNSC
call_types_sound_sources,OD_BUZZ:UNSPDO,OD_BUZZ:UNSPDO
call_types_sound_sources,OD_BUZZ:VAQU,OD_BUZZ:VAQU
call_types_sound_sources,OD_BUZZ:WBDO,OD_BUZZ:WBDO
call_types_sound_sources,OD_BUZZ:WBSDO,OD_BUZZ:WBSDO
call_types_sound_sources,OD_BUZZ:WSDO,OD_BUZZ:WSDO
call_types_sound_sources,OD_CLICK_FM:AHDO,OD_CLICK_FM:AHDO
call_types_sound_sources,OD_CLICK_FM:ANBW,OD_CLICK_FM:ANBW
call_types_sound_sources,OD_CLICK_FM:ARBW,OD_CLICK_FM:ARBW
call_types_sound_sources,OD_CLICK_FM:ARDO,OD_CLICK_FM:ARDO
call_types_sound_sources,OD_CLICK_FM:ASDO,OD_CLICK_FM:ASDO
call_types_sound_sources,OD_CLICK_FM:AUSDO,OD_CLICK_FM:AUSDO
call_types_sound_sources,OD_CLICK_FM:BBWH,OD_CLICK_FM:BBWH
call_types_sound_sources,OD_CLICK_FM:BELU,OD_CLICK_FM:BELU
call_types_sound_sources,OD_CLICK_FM:BLBW,OD_CLICK_FM:BLBW
call_types_sound_sources,OD_CLICK_FM:BLDO,OD_CLICK_FM:BLDO
call_types_sound_sources,OD_CLICK_FM:BODO,OD_CLICK_FM:BODO
call_types_sound_sources,OD_CLICK_FM:BODOCOCA,OD_CLICK_FM:BODOCOCA
call_types_sound_sources,OD_CLICK_FM:BODOOFCA,OD_CLICK_FM:BODOOFCA
call_types_sound_sources,OD_CLICK_FM:BOGR,OD_CLICK_FM:BOGR
call_types_sound_sources,OD_CLICK_FM:BOSP,OD_CLICK_FM:BOSP
call_types_sound_sources,OD_CLICK_FM:BRDO,OD_CLICK_FM:BRDO
call_types_sound_sources,OD_CLICK_FM:BUPO,OD_CLICK_FM:BUPO
call_types_sound_sources,OD_CLICK_FM:BW29,OD_CLICK_FM:BW29
call_types_sound_sources,OD_CLICK_FM:BW39V,OD_CLICK_FM:BW39V
call_types_sound_sources,OD_CLICK_FM:BW41,OD_CLICK_FM:BW41
call_types_sound_sources,OD_CLICK_FM:BW43,OD_CLICK_FM:BW43
call_types_sound_sources,OD_CLICK_FM:BW53,OD_CLICK_FM:BW53
call_types_sound_sources,OD_CLICK_FM:BW58,OD_CLICK_FM:BW58
call_types_sound_sources,OD_CLICK_FM:BW70,OD_CLICK_FM:BW70
call_types_sound_sources,OD_CLICK_FM:BWB,OD_CLICK_FM:BWB
call_types_sound_sources,OD_CLICK_FM:BWC,OD_CLICK_FM:BWC
call_types_sound_sources,OD_CLICK_FM:BWG,OD_CLICK_FM:BWG
call_types_sound_sources,OD_CLICK_FM:CASP,OD_CLICK_FM:CASP
call_types_sound_sources,OD_CLICK_FM:CLDO,OD_CLICK_FM:CLDO
call_types_sound_sources,OD_CLICK_FM:CODO,OD_CLICK_FM:CODO
call_types_sound_sources,OD_CLICK_FM:CUBW,OD_CLICK_FM:CUBW
call_types_sound_sources,OD_CLICK_FM:DAPO,OD_CLICK_FM:DAPO
call_types_sound_sources,OD_CLICK_FM:DEBW,OD_CLICK_FM:DEBW
call_types_sound_sources,OD_CLICK_FM:DESP,OD_CLICK_FM:DESP
call_types_sound_sources,OD_CLICK_FM:DSDO,OD_CLICK_FM:DSDO
call_types_sound_sources,OD_CLICK_FM:DSWH,OD_CLICK_FM:DSWH
call_types_sound_sources,OD_CLICK_FM:DUDO,OD_CLICK_FM:DUDO
call_types_sound_sources,OD_CLICK_FM:ESDO,OD_CLICK_FM:ESDO
call_types_sound_sources,OD_CLICK_FM:FIPO,OD_CLICK_FM:FIPO
call_types_sound_sources,OD_CLICK_FM:FIPOEA,OD_CLICK_FM:FIPOEA
call_types_sound_sources,OD_CLICK_FM:FIPOIP,OD_CLICK_FM:FIPOIP
call_types_sound_sources,OD_CLICK_FM:FIPOYA,OD_CLICK_FM:FIPOYA
call_types_sound_sources,OD_CLICK_FM:FKWH,OD_CLICK_FM:FKWH
call_types_sound_sources,OD_CLICK_FM:FRAN,OD_CLICK_FM:FRAN
call_types_sound_sources,OD_CLICK_FM:FRDO,OD_CLICK_FM:FRDO
call_types_sound_sources,OD_CLICK_FM:GBWH,OD_CLICK_FM:GBWH
call_types_sound_sources,OD_CLICK_FM:GEBW,OD_CLICK_FM:GEBW
call_types_sound_sources,OD_CLICK_FM:GOBW,OD_CLICK_FM:GOBW
call_types_sound_sources,OD_CLICK_FM:GRAM,OD_CLICK_FM:GRAM
call_types_sound_sources,OD_CLICK_FM:GRDO,OD_CLICK_FM:GRDO
call_types_sound_sources,OD_CLICK_FM:GSDO,OD_CLICK_FM:GSDO
call_types_sound_sources,OD_CLICK_FM:GTBW,OD_CLICK_FM:GTBW
call_types_sound_sources,OD_CLICK_FM:GUDO,OD_CLICK_FM:GUDO
call_types_sound_sources,OD_CLICK_FM:HAPO,OD_CLICK_FM:HAPO
call_types_sound_sources,OD_CLICK_FM:HEADO,OD_CLICK_FM:HEADO
call_types_sound_sources,OD_CLICK_FM:HEBW,OD_CLICK_FM:HEBW
call_types_sound_sources,OD_CLICK_FM:HECDO,OD_CLICK_FM:HECDO
call_types_sound_sources,OD_CLICK_FM:HODO,OD_CLICK_FM:HODO
call_types_sound_sources,OD_CLICK_FM:HUBW,OD_CLICK_FM:HUBW
call_types_sound_sources,OD_CLICK_FM:INRDO,OD_CLICK_FM:INRDO
call_types_sound_sources,OD_CLICK_FM:IOBD,OD_CLICK_FM:IOBD
call_types_sound_sources,OD_CLICK_FM:IPHD,OD_CLICK_FM:IPHD
call_types_sound_sources,OD_CLICK_FM:IRRDO,OD_CLICK_FM:IRRDO
call_types_sound_sources,OD_CLICK_FM:KIWH,OD_CLICK_FM:KIWH
call_types_sound_sources,OD_CLICK_FM:KIWHAANT,OD_CLICK_FM:KIWHAANT
call_types_sound_sources,OD_CLICK_FM:KIWHBANT,OD_CLICK_FM:KIWHBANT
call_types_sound_sources,OD_CLICK_FM:KIWHCANT,OD_CLICK_FM:KIWHCANT
call_types_sound_sources,OD_CLICK_FM:KIWHOF,OD_CLICK_FM:KIWHOF
call_types_sound_sources,OD_CLICK_FM:KIWHRE,OD_CLICK_FM:KIWHRE
call_types_sound_sources,OD_CLICK_FM:KIWHTR,OD_CLICK_FM:KIWHTR
call_types_sound_sources,OD_CLICK_FM:LBCD,OD_CLICK_FM:LBCD
call_types_sound_sources,OD_CLICK_FM:LBWH,OD_CLICK_FM:LBWH
call_types_sound_sources,OD_CLICK_FM:LFPW,OD_CLICK_FM:LFPW
call_types_sound_sources,OD_CLICK_FM:MEPK,OD_CLICK_FM:MEPK
call_types_sound_sources,OD_CLICK_FM:MEWH,OD_CLICK_FM:MEWH
call_types_sound_sources,OD_CLICK_FM:MMME,OD_CLICK_FM:MMME
call_types_sound_sources,OD_CLICK_FM:NAWH,OD_CLICK_FM:NAWH
call_types_sound_sources,OD_CLICK_FM:NBWH,OD_CLICK_FM:NBWH
call_types_sound_sources,OD_CLICK_FM:NRWD,OD_CLICK_FM:NRWD
call_types_sound_sources,OD_CLICK_FM:OBDO,OD_CLICK_FM:OBDO
call_types_sound_sources,OD_CLICK_FM:PEBW,OD_CLICK_FM:PEBW
call_types_sound_sources,OD_CLICK_FM:PEDO,OD_CLICK_FM:PEDO
call_types_sound_sources,OD_CLICK_FM:PIWH,OD_CLICK_FM:PIWH
call_types_sound_sources,OD_CLICK_FM:PSDO,OD_CLICK_FM:PSDO
call_types_sound_sources,OD_CLICK_FM:PSWH,OD_CLICK_FM:PSWH
call_types_sound_sources,OD_CLICK_FM:PWDO,OD_CLICK_FM:PWDO
call_types_sound_sources,OD_CLICK_FM:PYBW,OD_CLICK_FM:PYBW
call_types_sound_sources,OD_CLICK_FM:PYKW,OD_CLICK_FM:PYKW
call_types_sound_sources,OD_CLICK_FM:RTDO,OD_CLICK_FM:RTDO
call_types_sound_sources,OD_CLICK_FM:SADO,OD_CLICK_FM:SADO
call_types_sound_sources,OD_CLICK_FM:SBWH,OD_CLICK_FM:SBWH
call_types_sound_sources,OD_CLICK_FM:SFPW,OD_CLICK_FM:SFPW
call_types_sound_sources,OD_CLICK_FM:SHBW,OD_CLICK_FM:SHBW
call_types_sound_sources,OD_CLICK_FM:SNDO,OD_CLICK_FM:SNDO
call_types_sound_sources,OD_CLICK_FM:SOBW,OD_CLICK_FM:SOBW
call_types_sound_sources,OD_CLICK_FM:SPDOOF,OD_CLICK_FM:SPDOOF
call_types_sound_sources,OD_CLICK_FM:SPDOPA,OD_CLICK_FM:SPDOPA
call_types_sound_sources,OD_CLICK_FM:SPPO,OD_CLICK_FM:SPPO
call_types_sound_sources,OD_CLICK_FM:SRWD,OD_CLICK_FM:SRWD
call_types_sound_sources,OD_CLICK_FM:SSDO,OD_CLICK_FM:SSDO
call_types_sound_sources,OD_CLICK_FM:STBWH,OD_CLICK_FM:STBWH
call_types_sound_sources,OD_CLICK_FM:STDO,OD_CLICK_FM:STDO
call_types_sound_sources,OD_CLICK_FM:STTWH,OD_CLICK_FM:STTWH
call_types_sound_sources,OD_CLICK_FM:STWH,OD_CLICK_FM:STWH
call_types_sound_sources,OD_CLICK_FM:TMSD,OD_CLICK_FM:TMSD
call_types_sound_sources,OD_CLICK_FM:TRBW,OD_CLICK_FM:TRBW
call_types_sound_sources,OD_CLICK_FM:TUDO,OD_CLICK_FM:TUDO
call_types_sound_sources,OD_CLICK_FM:UBWA,OD_CLICK_FM:UBWA
call_types_sound_sources,OD_CLICK_FM:UECASD,OD_CLICK_FM:UECASD
call_types_sound_sources,OD_CLICK_FM:UNBD,OD_CLICK_FM:UNBD
call_types_sound_sources,OD_CLICK_FM:UNBF,OD_CLICK_FM:UNBF
call_types_sound_sources,OD_CLICK_FM:UNBW,OD_CLICK_FM:UNBW
call_types_sound_sources,OD_CLICK_FM:UNCW,OD_CLICK_FM:UNCW
call_types_sound_sources,OD_CLICK_FM:UNDO,OD_CLICK_FM:UNDO
call_types_sound_sources,OD_CLICK_FM:UNDS,OD_CLICK_FM:UNDS
call_types_sound_sources,OD_CLICK_FM:UNKO,OD_CLICK_FM:UNKO
call_types_sound_sources,OD_CLICK_FM:UNLAG,OD_CLICK_FM:UNLAG
call_types_sound_sources,OD_CLICK_FM:UNLD,OD_CLICK_FM:UNLD
call_types_sound_sources,OD_CLICK_FM:UNMD,OD_CLICK_FM:UNMD
call_types_sound_sources,OD_CLICK_FM:UNME,OD_CLICK_FM:UNME
call_types_sound_sources,OD_CLICK_FM:UNPO,OD_CLICK_FM:UNPO
call_types_sound_sources,OD_CLICK_FM:UNRB,OD_CLICK_FM:UNRB
call_types_sound_sources,OD_CLICK_FM:UNSB,OD_CLICK_FM:UNSB
call_types_sound_sources,OD_CLICK_FM:UNSBW,OD_CLICK_FM:UNSBW
call_types_sound_sources,OD_CLICK_FM:UNSC,OD_CLICK_FM:UNSC
call_types_sound_sources,OD_CLICK_FM:UNSPDO,OD_CLICK_FM:UNSPDO
call_types_sound_sources,OD_CLICK_FM:VAQU,OD_CLICK_FM:VAQU
call_types_sound_sources,OD_CLICK_FM:WBDO,OD_CLICK_FM:WBDO
call_types_sound_sources,OD_CLICK_FM:WBSDO,OD_CLICK_FM:WBSDO
call_types_sound_sources,OD_CLICK_FM:WSDO,OD_CLICK_FM:WSDO
call_types_sound_sources,OD_CLICK_IMP:AHDO,OD_CLICK_IMP:AHDO
call_types_sound_sources,OD_CLICK_IMP:ANBW,OD_CLICK_IMP:ANBW
call_types_sound_sources,OD_CLICK_IMP:ARBW,OD_CLICK_IMP:ARBW
call_types_sound_sources,OD_CLICK_IMP:ARDO,OD_CLICK_IMP:ARDO
call_types_sound_sources,OD_CLICK_IMP:ASDO,OD_CLICK_IMP:ASDO
call_types_sound_sources,OD_CLICK_IMP:AUSDO,OD_CLICK_IMP:AUSDO
call_types_sound_sources,OD_CLICK_IMP:BBWH,OD_CLICK_IMP:BBWH
call_types_sound_sources,OD_CLICK_IMP:BELU,OD_CLICK_IMP:BELU
call_types_sound_sources,OD_CLICK_IMP:BLBW,OD_CLICK_IMP:BLBW
call_types_sound_sources,OD_CLICK_IMP:BLDO,OD_CLICK_IMP:BLDO
call_types_sound_sources,OD_CLICK_IMP:BODO,OD_CLICK_IMP:BODO
call_types_sound_sources,OD_CLICK_IMP:BODOCOCA,OD_CLICK_IMP:BODOCOCA
call_types_sound_sources,OD_CLICK_IMP:BODOOFCA,OD_CLICK_IMP:BODOOFCA
call_types_sound_sources,OD_CLICK_IMP:BOGR,OD_CLICK_IMP:BOGR
call_types_sound_sources,OD_CLICK_IMP:BOSP,OD_CLICK_IMP:BOSP
call_types_sound_sources,OD_CLICK_IMP:BRDO,OD_CLICK_IMP:BRDO
call_types_sound_sources,OD_CLICK_IMP:BUPO,OD_CLICK_IMP:BUPO
call_types_sound_sources,OD_CLICK_IMP:BW29,OD_CLICK_IMP:BW29
call_types_sound_sources,OD_CLICK_IMP:BW39V,OD_CLICK_IMP:BW39V
call_types_sound_sources,OD_CLICK_IMP:BW41,OD_CLICK_IMP:BW41
call_types_sound_sources,OD_CLICK_IMP:BW43,OD_CLICK_IMP:BW43
call_types_sound_sources,OD_CLICK_IMP:BW53,OD_CLICK_IMP:BW53
call_types_sound_sources,OD_CLICK_IMP:BW58,OD_CLICK_IMP:BW58
call_types_sound_sources,OD_CLICK_IMP:BW70,OD_CLICK_IMP:BW70
call_types_sound_sources,OD_CLICK_IMP:BWB,OD_CLICK_IMP:BWB
call_types_sound_sources,OD_CLICK_IMP:BWC,OD_CLICK_IMP:BWC
call_types_sound_sources,OD_CLICK_IMP:BWG,OD_CLICK_IMP:BWG
call_types_sound_sources,OD_CLICK_IMP:CASP,OD_CLICK_IMP:CASP
call_types_sound_sources,OD_CLICK_IMP:CLDO,OD_CLICK_IMP:CLDO
call_types_sound_sources,OD_CLICK_IMP:CODO,OD_CLICK_IMP:CODO
call_types_sound_sources,OD_CLICK_IMP:CUBW,OD_CLICK_IMP:CUBW
call_types_sound_sources,OD_CLICK_IMP:DAPO,OD_CLICK_IMP:DAPO
call_types_sound_sources,OD_CLICK_IMP:DEBW,OD_CLICK_IMP:DEBW
call_types_sound_sources,OD_CLICK_IMP:DESP,OD_CLICK_IMP:DESP
call_types_sound_sources,OD_CLICK_IMP:DSDO,OD_CLICK_IMP:DSDO
call_types_sound_sources,OD_CLICK_IMP:DSWH,OD_CLICK_IMP:DSWH
call_types_sound_sources,OD_CLICK_IMP:DUDO,OD_CLICK_IMP:DUDO
call_types_sound_sources,OD_CLICK_IMP:ESDO,OD_CLICK_IMP:ESDO
call_types_sound_sources,OD_CLICK_IMP:FIPO,OD_CLICK_IMP:FIPO
call_types_sound_sources,OD_CLICK_IMP:FIPOEA,OD_CLICK_IMP:FIPOEA
call_types_sound_sources,OD_CLICK_IMP:FIPOIP,OD_CLICK_IMP:FIPOIP
call_types_sound_sources,OD_CLICK_IMP:FIPOYA,OD_CLICK_IMP:FIPOYA
call_types_sound_sources,OD_CLICK_IMP:FKWH,OD_CLICK_IMP:FKWH
call_types_sound_sources,OD_CLICK_IMP:FRAN,OD_CLICK_IMP:FRAN
call_types_sound_sources,OD_CLICK_IMP:FRDO,OD_CLICK_IMP:FRDO
call_types_sound_sources,OD_CLICK_IMP:GBWH,OD_CLICK_IMP:GBWH
call_types_sound_sources,OD_CLICK_IMP:GEBW,OD_CLICK_IMP:GEBW
call_types_sound_sources,OD_CLICK_IMP:GOBW,OD_CLICK_IMP:GOBW
call_types_sound_sources,OD_CLICK_IMP:GRAM,OD_CLICK_IMP:GRAM
call_types_sound_sources,OD_CLICK_IMP:GRDO,OD_CLICK_IMP:GRDO
call_types_sound_sources,OD_CLICK_IMP:GSDO,OD_CLICK_IMP:GSDO
call_types_sound_sources,OD_CLICK_IMP:GTBW,OD_CLICK_IMP:GTBW
call_types_sound_sources,OD_CLICK_IMP:GUDO,OD_CLICK_IMP:GUDO
call_types_sound_sources,OD_CLICK_IMP:HAPO,OD_CLICK_IMP:HAPO
call_types_sound_sources,OD_CLICK_IMP:HEADO,OD_CLICK_IMP:HEADO
call_types_sound_sources,OD_CLICK_IMP:HEBW,OD_CLICK_IMP:HEBW
call_types_sound_sources,OD_CLICK_IMP:HECDO,OD_CLICK_IMP:HECDO
call_types_sound_sources,OD_CLICK_IMP:HODO,OD_CLICK_IMP:HODO
call_types_sound_sources,OD_CLICK_IMP:HUBW,OD_CLICK_IMP:HUBW
call_types_sound_sources,OD_CLICK_IMP:INRDO,OD_CLICK_IMP:INRDO
call_types_sound_sources,OD_CLICK_IMP:IOBD,OD_CLICK_IMP:IOBD
call_types_sound_sources,OD_CLICK_IMP:IPHD,OD_CLICK_IMP:IPHD
call_types_sound_sources,OD_CLICK_IMP:IRRDO,OD_CLICK_IMP:IRRDO
call_types_sound_sources,OD_CLICK_IMP:KIWH,OD_CLICK_IMP:KIWH
call_types_sound_sources,OD_CLICK_IMP:KIWHAANT,OD_CLICK_IMP:KIWHAANT
call_types_sound_sources,OD_CLICK_IMP:KIWHBANT,OD_CLICK_IMP:KIWHBANT
call_types_sound_sources,OD_CLICK_IMP:KIWHCANT,OD_CLICK_IMP:KIWHCANT
call_types_sound_sources,OD_CLICK_IMP:KIWHOF,OD_CLICK_IMP:KIWHOF
call_types_sound_sources,OD_CLICK_IMP:KIWHRE,OD_CLICK_IMP:KIWHRE
call_types_sound_sources,OD_CLICK_IMP:KIWHTR,OD_CLICK_IMP:KIWHTR
call_types_sound_sources,OD_CLICK_IMP:LBCD,OD_CLICK_IMP:LBCD
call_types_sound_sources,OD_CLICK_IMP:LBWH,OD_CLICK_IMP:LBWH
call_types_sound_sources,OD_CLICK_IMP:LFPW,OD_CLICK_IMP:LFPW
call_types_sound_sources,OD_CLICK_IMP:MEPK,OD_CLICK_IMP:MEPK
call_types_sound_sources,OD_CLICK_IMP:MEWH,OD_CLICK_IMP:MEWH
call_types_sound_sources,OD_CLICK_IMP:MMME,OD_CLICK_IMP:MMME
call_types_sound_sources,OD_CLICK_IMP:NAWH,OD_CLICK_IMP:NAWH
call_types_sound_sources,OD_CLICK_IMP:NBWH,OD_CLICK_IMP:NBWH
call_types_sound_sources,OD_CLICK_IMP:NRWD,OD_CLICK_IMP:NRWD
call_types_sound_sources,OD_CLICK_IMP:OBDO,OD_CLICK_IMP:OBDO
call_types_sound_sources,OD_CLICK_IMP:PEBW,OD_CLICK_IMP:PEBW
call_types_sound_sources,OD_CLICK_IMP:PEDO,OD_CLICK_IMP:PEDO
call_types_sound_sources,OD_CLICK_IMP:PIWH,OD_CLICK_IMP:PIWH
call_types_sound_sources,OD_CLICK_IMP:PSDO,OD_CLICK_IMP:PSDO
call_types_sound_sources,OD_CLICK_IMP:PSWH,OD_CLICK_IMP:PSWH
call_types_sound_sources,OD_CLICK_IMP:PWDO,OD_CLICK_IMP:PWDO
call_types_sound_sources,OD_CLICK_IMP:PYBW,OD_CLICK_IMP:PYBW
call_types_sound_sources,OD_CLICK_IMP:PYKW,OD_CLICK_IMP:PYKW
call_types_sound_sources,OD_CLICK_IMP:RTDO,OD_CLICK_IMP:RTDO
call_types_sound_sources,OD_CLICK_IMP:SADO,OD_CLICK_IMP:SADO
call_types_sound_sources,OD_CLICK_IMP:SBWH,OD_CLICK_IMP:SBWH
call_types_sound_sources,OD_CLICK_IMP:SFPW,OD_CLICK_IMP:SFPW
call_types_sound_sources,OD_CLICK_IMP:SHBW,OD_CLICK_IMP:SHBW
call_types_sound_sources,OD_CLICK_IMP:SNDO,OD_CLICK_IMP:SNDO
call_types_sound_sources,OD_CLICK_IMP:SOBW,OD_CLICK_IMP:SOBW
call_types_sound_sources,OD_CLICK_IMP:SPDOOF,OD_CLICK_IMP:SPDOOF
call_types_sound_sources,OD_CLICK_IMP:SPDOPA,OD_CLICK_IMP:SPDOPA
call_types_sound_sources,OD_CLICK_IMP:SPPO,OD_CLICK_IMP:SPPO
call_types_sound_sources,OD_CLICK_IMP:SRWD,OD_CLICK_IMP:SRWD
call_types_sound_sources,OD_CLICK_IMP:SSDO,OD_CLICK_IMP:SSDO
call_types_sound_sources,OD_CLICK_IMP:STBWH,OD_CLICK_IMP:STBWH
call_types_sound_sources,OD_CLICK_IMP:STDO,OD_CLICK_IMP:STDO
call_types_sound_sources,OD_CLICK_IMP:STTWH,OD_CLICK_IMP:STTWH
call_types_sound_sources,OD_CLICK_IMP:STWH,OD_CLICK_IMP:STWH
call_types_sound_sources,OD_CLICK_IMP:TMSD,OD_CLICK_IMP:TMSD
call_types_sound_sources,OD_CLICK_IMP:TRBW,OD_CLICK_IMP:TRBW
call_types_sound_sources,OD_CLICK_IMP:TUDO,OD_CLICK_IMP:TUDO
call_types_sound_sources,OD_CLICK_IMP:UBWA,OD_CLICK_IMP:UBWA
call_types_sound_sources,OD_CLICK_IMP:UECASD,OD_CLICK_IMP:UECASD
call_types_sound_sources,OD_CLICK_IMP:UNBD,OD_CLICK_IMP:UNBD
call_types_sound_sources,OD_CLICK_IMP:UNBF,OD_CLICK_IMP:UNBF
call_types_sound_sources,OD_CLICK_IMP:UNBW,OD_CLICK_IMP:UNBW
call_types_sound_sources,OD_CLICK_IMP:UNCW,OD_CLICK_IMP:UNCW
call_types_sound_sources,OD_CLICK_IMP:UNDO,OD_CLICK_IMP:UNDO
call_types_sound_sources,OD_CLICK_IMP:UNDS,OD_CLICK_IMP:UNDS
call_types_sound_sources,OD_CLICK_IMP:UNKO,OD_CLICK_IMP:UNKO
call_types_sound_sources,OD_CLICK_IMP:UNLAG,OD_CLICK_IMP:UNLAG
call_types_sound_sources,OD_CLICK_IMP:UNLD,OD_CLICK_IMP:UNLD
call_types_sound_sources,OD_CLICK_IMP:UNMD,OD_CLICK_IMP:UNMD
call_types_sound_sources,OD_CLICK_IMP:UNME,OD_CLICK_IMP:UNME
call_types_sound_sources,OD_CLICK_IMP:UNPO,OD_CLICK_IMP:UNPO
call_types_sound_sources,OD_CLICK_IMP:UNRB,OD_CLICK_IMP:UNRB
call_types_sound_sources,OD_CLICK_IMP:UNSB,OD_CLICK_IMP:UNSB
call_types_sound_sources,OD_CLICK_IMP:UNSBW,OD_CLICK_IMP:UNSBW
call_types_sound_sources,OD_CLICK_IMP:UNSC,OD_CLICK_IMP:UNSC
call_types_sound_sources,OD_CLICK_IMP:UNSPDO,OD_CLICK_IMP:UNSPDO
call_types_sound_sources,OD_CLICK_IMP:VAQU,OD_CLICK_IMP:VAQU
call_types_sound_sources,OD_CLICK_IMP:WBDO,OD_CLICK_IMP:WBDO
call_types_sound_sources,OD_CLICK_IMP:WBSDO,OD_CLICK_IMP:WBSDO
call_types_sound_sources,OD_CLICK_IMP:WSDO,OD_CLICK_IMP:WSDO
call_types_sound_sources,OD_CLICK_MIX:AHDO,OD_CLICK_MIX:AHDO
call_types_sound_sources,OD_CLICK_MIX:ANBW,OD_CLICK_MIX:ANBW
call_types_sound_sources,OD_CLICK_MIX:ARBW,OD_CLICK_MIX:ARBW
call_types_sound_sources,OD_CLICK_MIX:ARDO,OD_CLICK_MIX:ARDO
call_types_sound_sources,OD_CLICK_MIX:ASDO,OD_CLICK_MIX:ASDO
call_types_sound_sources,OD_CLICK_MIX:AUSDO,OD_CLICK_MIX:AUSDO
call_types_sound_sources,OD_CLICK_MIX:BBWH,OD_CLICK_MIX:BBWH
call_types_sound_sources,OD_CLICK_MIX:BELU,OD_CLICK_MIX:BELU
call_types_sound_sources,OD_CLICK_MIX:BLBW,OD_CLICK_MIX:BLBW
call_types_sound_sources,OD_CLICK_MIX:BLDO,OD_CLICK_MIX:BLDO
call_types_sound_sources,OD_CLICK_MIX:BODO,OD_CLICK_MIX:BODO
call_types_sound_sources,OD_CLICK_MIX:BODOCOCA,OD_CLICK_MIX:BODOCOCA
call_types_sound_sources,OD_CLICK_MIX:BODOOFCA,OD_CLICK_MIX:BODOOFCA
call_types_sound_sources,OD_CLICK_MIX:BOGR,OD_CLICK_MIX:BOGR
call_types_sound_sources,OD_CLICK_MIX:BOSP,OD_CLICK_MIX:BOSP
call_types_sound_sources,OD_CLICK_MIX:BRDO,OD_CLICK_MIX:BRDO
call_types_sound_sources,OD_CLICK_MIX:BUPO,OD_CLICK_MIX:BUPO
call_types_sound_sources,OD_CLICK_MIX:BW29,OD_CLICK_MIX:BW29
call_types_sound_sources,OD_CLICK_MIX:BW39V,OD_CLICK_MIX:BW39V
call_types_sound_sources,OD_CLICK_MIX:BW41,OD_CLICK_MIX:BW41
call_types_sound_sources,OD_CLICK_MIX:BW43,OD_CLICK_MIX:BW43
call_types_sound_sources,OD_CLICK_MIX:BW53,OD_CLICK_MIX:BW53
call_types_sound_sources,OD_CLICK_MIX:BW58,OD_CLICK_MIX:BW58
call_types_sound_sources,OD_CLICK_MIX:BW70,OD_CLICK_MIX:BW70
call_types_sound_sources,OD_CLICK_MIX:BWB,OD_CLICK_MIX:BWB
call_types_sound_sources,OD_CLICK_MIX:BWC,OD_CLICK_MIX:BWC
call_types_sound_sources,OD_CLICK_MIX:BWG,OD_CLICK_MIX:BWG
call_types_sound_sources,OD_CLICK_MIX:CASP,OD_CLICK_MIX:CASP
call_types_sound_sources,OD_CLICK_MIX:CLDO,OD_CLICK_MIX:CLDO
call_types_sound_sources,OD_CLICK_MIX:CODO,OD_CLICK_MIX:CODO
call_types_sound_sources,OD_CLICK_MIX:CUBW,OD_CLICK_MIX:CUBW
call_types_sound_sources,OD_CLICK_MIX:DAPO,OD_CLICK_MIX:DAPO
call_types_sound_sources,OD_CLICK_MIX:DEBW,OD_CLICK_MIX:DEBW
call_types_sound_sources,OD_CLICK_MIX:DESP,OD_CLICK_MIX:DESP
call_types_sound_sources,OD_CLICK_MIX:DSDO,OD_CLICK_MIX:DSDO
call_types_sound_sources,OD_CLICK_MIX:DSWH,OD_CLICK_MIX:DSWH
call_types_sound_sources,OD_CLICK_MIX:DUDO,OD_CLICK_MIX:DUDO
call_types_sound_sources,OD_CLICK_MIX:ESDO,OD_CLICK_MIX:ESDO
call_types_sound_sources,OD_CLICK_MIX:FIPO,OD_CLICK_MIX:FIPO
